X,Y,OBJECTID,LINE,STOP,POINT_X,POINT_Y
-77.059480205240817,38.905316835333714,106,Dupont Circle - Rosslyn,M STREET AND 30TH STREET NW,394834.2938125,137495.406875
-76.985263414056121,38.866735310579159,107,Potomac Ave Metro to Skyland,GOOD HOPE ROAD AND 14TH STREET SE,401282.5943125,133208.8913125
-76.979413307053036,38.865810600094335,108,Potomac Ave Metro to Skyland,GOOD HOPE ROAD AND 18TH STREET SE,401792.1768125,133108.6588125
-76.994944592929727,38.862434883746182,109,Potomac Ave Metro to Skyland,ANACOSTIA METRORAIL STATION,400438.954375,132734.43462
-77.043519503835881,38.907525614520893,110,Dupont Circle - Rosslyn,19TH STREET AND N STREET NW,396225.5473125,137740.7406875
-77.032088254304085,38.909907480937214,111,Woodley Park - Adams Morgan - McPherson Square,14TH STREET AND P STREET NW,397217.126125,138004.7366875
-77.05641796695275,38.905329907472975,112,Dupont Circle - Rosslyn,M STREET AND 28TH STREET NW,395086.8785,137499.246
-76.968955704937514,38.860758908832985,113,Potomac Ave Metro to Skyland,GOOD HOPE ROAD AND 25TH STREET SE,402694.58087,132548.8351875
-76.975268759109539,38.864173391346974,114,Potomac Ave Metro to Skyland,GOOD HOPE ROAD AND MARBURY PLAZA SE,402146.558375,132927.7001875
-77.069542427299567,38.917709541971988,115,Georgetown - Union Station,35TH STREET AND WISCONSIN AVENUE NW,393969.318625003,138872.638062503
-77.072326434095004,38.897154362797728,116,Dupont Circle - Rosslyn,NORTH FORT MYER DRIVE & 19TH ST,393726.075312503,136591.034125004
-77.054325426531548,38.903863906744526,117,Georgetown - Union Station,PENNSYLVANIA AVENUE AND 26TH STREET NW,395292.011125,137332.9078125
-77.032210167551369,38.902449825604513,118,Georgetown - Union Station,K STREET AND 14TH STREET NW,397203.234,137172.0153125
-77.028894142220707,38.902609199389978,119,Georgetown - Union Station,K STREET AND 12TH STREET NW,397483.8966875,137194.9423125
-76.987369763485546,38.867248751972902,120,Potomac Ave Metro to Skyland,GOOD HOPE ROAD AND 13TH STREET SE,401091.1751875,133270.0313125
-77.06546940302168,38.905036113900721,121,Dupont Circle - Rosslyn,M STREET AND POTOMAC STREET NW,394321.531625,137465.5225
-77.057178616633806,38.904880289939854,122,Dupont Circle - Rosslyn,PENNSYLVANIA AVENUE AND 28TH STREET NW,395040.64487,137448.205125
-76.99508305385244,38.88144334035713,123,"Union Station - Navy Yard; Potomac Ave Metro to Skyland",8TH STREET AND G STREET SE,400426.59087,134847.527375
-76.968090144069251,38.859816643902235,124,Potomac Ave Metro to Skyland,NAYLOR ROAD AND GOOD HOPE ROAD SE,402754.84287,132441.243625
-76.989806050018444,38.865013315771471,125,Potomac Ave Metro to Skyland,MLK JR BLVD AND W STREET SE,400884.89412,133020.696625
-76.997359818611429,38.876390439857786,126,Union Station - Navy Yard,600 M STREET SE (NAVY YARD ENTRANCE),400229.2933125,134283.5958125
-77.008036304470409,38.896880552507447,127,Georgetown - Union Station,MASSACHUSETTS AVENUE AND 1ST STREET NE,399302.6023125,136558.87937
-77.051561324234484,38.902900582884911,128,Georgetown - Union Station,PENNSYLVANIA AVENUE AND 24TH STREET NW,395588.6688125,137156.7503125
-77.063248411159151,38.907405113575905,129,Georgetown - Union Station,WISCONSIN AVENUE AND DUMBARTON STREET NW,394514.357562505,137728.364812505
-77.063228025444943,38.907017035851602,130,Georgetown - Union Station,WISCONSIN AVENUE AND N STREET NW,394516.09587,137685.2838125
-77.005185134915422,38.895981921072625,131,Georgetown - Union Station,MASSACHUSETTS AVENUE AND COLUMBUS CIRCLE,399550.3941875,136458.411
-77.006134678369904,38.898285702446806,132,Georgetown - Union Station,UNION STATION,399468.0396875,136714.154125
-77.051221920546055,38.903688564191199,133,Dupont Circle - Rosslyn,L STREET AND 24TH STREET NW,395553.053625,137314.6826875
-77.063203440155149,38.905268213769972,134,Dupont Circle - Rosslyn,M STREET AND WISCONSIN AVENUE NW,394516.69912,137492.7718125
-77.062323998027537,38.905091189002093,135,Dupont Circle - Rosslyn,M STREET AND WISCONSIN AVENUE NW,394594.361,137471.4453125
-76.987850702945579,38.867214567651324,136,Potomac Ave Metro to Skyland,1225 GOOD HOPE ROAD SE,401054.559125,133265.0725
-76.995087522679938,38.877236555552933,137,"Union Station - Navy Yard; Potomac Ave Metro to Skyland",8TH STREET AND L STREET SE,400426.225,134441.5036875
-77.035937793142352,38.926897723474902,138,Woodley Park - Adams Morgan - McPherson Square,COLUMBIA ROAD BETWEEN 15TH AND 16TH STREETS NW,396878.408125,139887.6793125
-77.017325497991663,38.890677532609494,139,National Mall,MADISON DRIVE AND 4TH STREET NW,398497.121312506,135869.712062504
-77.022437788413342,38.890608639000341,140,National Mall,MADISON DRIVE AND 7TH STREET NW,398053.601750001,135862.160937503
-77.02870342866386,38.890525131717126,141,National Mall,MADISON DRIVE AND 12TH STREET NW,397510.021562502,135853.043249998
-77.037404515052586,38.879933494029054,142,National Mall,EAST BASIN DRIVE SW AT JEFFERSON MEMORIAL,396754.673875004,134677.563312504
-77.033328487298064,38.890340553815243,143,National Mall,15TH STREET AND MADISON DRIVE NW,397108.765437506,135832.690000005
-77.007957472274185,38.896434273333917,144,National Mall,E STREET AND COLUMBUS CIRCLE NE,399309.901812501,136508.643000003
-76.995952297683203,38.884788478371298,145,Union Station - Navy Yard,PENNSYLVANIA AVENUE AND 7TH STREET SE,400351.3861875,135215.8465
-77.032106064039709,38.917201696814089,146,Woodley Park - Adams Morgan - McPherson Square,14TH STREET AND U STREET NW,397214.7035,138815.3825
-77.037179923054254,38.928596388717885,147,Woodley Park - Adams Morgan - McPherson Square,MOUNT PLEASANT STREET AND IRVING STREET NW,396774.035,140077.4458125
-77.057219073092341,38.904889029067746,148,"Georgetown - Union Station; Dupont Circle - Rosslyn",PENNSYLVANIA AVENUE AND 28TH STREET NW,395037.834875,137450.1038125
