,ROUTES,Longitude,Latitude,OBJECTID,Text
1930,"E32,U8,W4,W4C",-76.937312,38.888952,3753,"Routes: E32,U8,W4,W4C"
1931,"16A,16B,16E,16L",-77.175373,38.83633,179,"Routes: 16A,16B,16E,16L"
1932,"E32,U8,W4",-76.937184,38.889206,3754,"Routes: E32,U8,W4"
1933,"16A,16B,16BV1,16E,16EV1,28A",-77.127077,38.851203000000005,180,"Routes: 16A,16B,16BV1,16E,16EV1,28A"
1934,"E32,W4,W4C",-76.934741,38.883483,3755,"Routes: E32,W4,W4C"
1935,"16A,16B,16BC,16E,16EC,28A,28AV2",-77.127403,38.851343,181,"Routes: 16A,16B,16BC,16E,16EC,28A,28AV2"
1936,"E32,U8,W4",-76.933348,38.882096999999995,3756,"Routes: E32,U8,W4"
1937,"16A,16B,16E,16L",-77.18285300000001,38.835708000000004,182,"Routes: 16A,16B,16E,16L"
1938,"E32,W4,W4C",-76.93373000000001,38.882265999999994,3757,"Routes: E32,W4,W4C"
1939,"16A,16B,16E,16L",-77.177518,38.836178000000004,183,"Routes: 16A,16B,16E,16L"
1940,"U8,W4",-76.93165400000001,38.879039,3758,"Routes: U8,W4"
1941,"16A,16B,16E,16L",-77.177774,38.836378,184,"Routes: 16A,16B,16E,16L"
1942,"U8,W4",-76.932247,38.880165999999996,3759,"Routes: U8,W4"
1943,"Z11V1,Z13,Z29V1,Z29V2,Z9,Z9V1,Z9V2",-76.99640500000001,39.040729,185,"Routes: Z11V1,Z13,Z29V1,Z29V2,Z9,Z9V1,Z9V2"
1944,"Z11,Z13,Z29,Z9,Z9C",-76.99606,39.040642999999996,186,"Routes: Z11,Z13,Z29,Z9,Z9C"
1945,"W4,W4C",-76.932535,38.880309999999994,3760,"Routes: W4,W4C"
1946,"16A,16B,16E,16L",-77.159284,38.836867,187,"Routes: 16A,16B,16E,16L"
1947,W4,-76.93110300000001,38.876831,3761,Routes: W4
1948,"16A,16B,16E,16L",-77.15975300000001,38.836809,188,"Routes: 16A,16B,16E,16L"
1949,"D1,D2",-77.07666800000001,38.920636,3762,"Routes: D1,D2"
1950,"16A,16B,16E,16L",-77.14193900000001,38.843291,189,"Routes: 16A,16B,16E,16L"
1951,"D1,D2,D2V1",-77.07862800000001,38.920743,3763,"Routes: D1,D2,D2V1"
1952,"16A,16B,16E,16L",-77.141703,38.844128999999995,190,"Routes: 16A,16B,16E,16L"
1953,"D1,D2",-77.073798,38.920629999999996,3764,"Routes: D1,D2"
1954,"Z11V1,Z13,Z29V1,Z29V2,Z9,Z9V1,Z9V2",-76.997726,39.039633,191,"Routes: Z11V1,Z13,Z29V1,Z29V2,Z9,Z9V1,Z9V2"
1955,C12,-76.964628,38.842401,3765,Routes: C12
1956,"Z11,Z13,Z29,Z9,Z9C",-76.997792,39.039133,192,"Routes: Z11,Z13,Z29,Z9,Z9C"
1957,C12,-76.962533,38.843647,3766,Routes: C12
1958,"16A,16B,16E,16L",-77.183494,38.835325,193,"Routes: 16A,16B,16E,16L"
1959,"16A,16B,16BC,16E,16EC,16G,16H,16HV1,16J,16K,16P,16Y",-77.084417,38.863328,194,"Routes: 16A,16B,16BC,16E,16EC,16G,16H,16HV1,16J,16K,16P,16Y"
1960,C12,-76.963103,38.843422,3767,Routes: C12
1961,"16A,16B,16BV1,16E,16EV1,16G,16GV1,16H,16HC,16J,16K,16KV1,16P,16Y",-77.083574,38.863338,195,"Routes: 16A,16B,16BV1,16E,16EV1,16G,16GV1,16H,16HC,16J,16K,16KV1,16P,16Y"
1962,18E,-77.158855,38.802115,3768,Routes: 18E
1963,"16A,16B,16BC,16E,16EC,16G,16H,16HV1,16J,16K,16P",-77.108402,38.856826,196,"Routes: 16A,16B,16BC,16E,16EC,16G,16H,16HV1,16J,16K,16P"
1964,18E,-77.156589,38.801207,3769,Routes: 18E
1965,"16A,16B,16BV1,16E,16EV1,16H,16HC,16J,16P",-77.112364,38.855734999999996,197,"Routes: 16A,16B,16BV1,16E,16EV1,16H,16HC,16J,16P"
1966,"J7,J9",-77.095233,38.984362,3770,"Routes: J7,J9"
1967,"J2,J2V1,J3,J4",-77.095099,38.984384999999996,3771,"Routes: J2,J2V1,J3,J4"
1968,"16A,16B,16BV1,16E,16EV1,16G,16GV1,16H,16HC,16J,16K,16KV1,16P",-77.080507,38.864088,198,"Routes: 16A,16B,16BV1,16E,16EV1,16G,16GV1,16H,16HC,16J,16K,16KV1,16P"
1969,S80,-77.155057,38.766911,3772,Routes: S80
1970,"16A,16B,16BC,16E,16EC,16G,16H,16HV1,16J,16K,16P,16Y",-77.081013,38.86425,199,"Routes: 16A,16B,16BC,16E,16EC,16G,16H,16HV1,16J,16K,16P,16Y"
1971,"D12,D12V2",-76.983012,38.807911,3773,"Routes: D12,D12V2"
1972,"16A,16B,16BC,16E,16EC,16G,16H,16HV1,16J,16K,16P,16Y",-77.086827,38.862706,200,"Routes: 16A,16B,16BC,16E,16EC,16G,16H,16HV1,16J,16K,16P,16Y"
1973,"D12,D12V2",-76.988509,38.808937,3774,"Routes: D12,D12V2"
1974,"16A,16B,16E,16L",-77.172126,38.83698,201,"Routes: 16A,16B,16E,16L"
1975,"16A,16B,16BC,16E,16EC,28A,28AV2",-77.125996,38.851917,202,"Routes: 16A,16B,16BC,16E,16EC,28A,28AV2"
1976,"D12,D12V2",-76.97963399999999,38.80836,3775,"Routes: D12,D12V2"
1977,"16A,16B,16E,16L",-77.175472,38.83657,203,"Routes: 16A,16B,16E,16L"
1978,"D12,D12V2",-76.987123,38.808704999999996,3776,"Routes: D12,D12V2"
1979,"16A,16B,16E,16L",-77.166646,38.837962,204,"Routes: 16A,16B,16E,16L"
1980,"D12,D12V2",-76.98711800000001,38.80858,3777,"Routes: D12,D12V2"
1981,"16A,16B,16E,16L",-77.16645,38.837744,205,"Routes: 16A,16B,16E,16L"
1982,"D12,D12V2",-76.984522,38.80825,3778,"Routes: D12,D12V2"
1983,"16A,16B,16BC,16E,16EC,16G,16K",-77.11970500000001,38.853640000000006,206,"Routes: 16A,16B,16BC,16E,16EC,16G,16K"
1984,"D12,D12V2",-76.98476600000001,38.808422,3779,"Routes: D12,D12V2"
1985,"16A,16B,16BV1,16E,16EV1,16H,16HC,16J,16P",-77.119467,38.853381,207,"Routes: 16A,16B,16BV1,16E,16EV1,16H,16HC,16J,16P"
1986,"D12,D12V2",-76.990263,38.809079,3780,"Routes: D12,D12V2"
1987,"16A,16B,16E,16L",-77.17965699999999,38.835743,208,"Routes: 16A,16B,16E,16L"
1988,"D12,D12V2",-76.990323,38.808959,3781,"Routes: D12,D12V2"
1989,"16A,16B,16BC,16E,16EC,16G,16H,16HV1,16J,16K,16P,16Y",-77.08847,38.862274,209,"Routes: 16A,16B,16BC,16E,16EC,16G,16H,16HV1,16J,16K,16P,16Y"
1990,Z29,-76.932133,39.103176,3782,Routes: Z29
1991,"H1,H2,H3,H4",-77.02714,38.927796,210,"Routes: H1,H2,H3,H4"
1992,Z29,-76.932395,39.104014,3783,Routes: Z29
1993,"H1,H2,H3,H4,H8",-77.029565,38.927703,211,"Routes: H1,H2,H3,H4,H8"
1994,B9,-76.954378,38.9329,3784,Routes: B9
1995,"H1,H2,H3,H4",-77.03311500000001,38.927543,212,"Routes: H1,H2,H3,H4"
1996,"B9,F1,F2,F2V1,T18",-76.950275,38.935095000000004,3785,"Routes: B9,F1,F2,F2V1,T18"
1997,"H1,H2,H3,H4",-77.036008,38.926839,213,"Routes: H1,H2,H3,H4"
1998,"B9,F1,F2,F2C,T18",-76.950482,38.935231,3786,"Routes: B9,F1,F2,F2C,T18"
1999,"42,43,90,90V1,92,93,96,96CV1,96V1,H1,L2,X3",-77.04289200000001,38.922412,214,"Routes: 42,43,90,90V1,92,93,96,96CV1,96V1,H1,L2,X3"
2000,"F1,F2,F2V1,T18",-76.94785999999999,38.936155,3787,"Routes: F1,F2,F2V1,T18"
2001,"42,43,90,92,93,96,96C,96V1,H1,L2,X3",-77.04474,38.919335,215,"Routes: 42,43,90,92,93,96,96C,96V1,H1,L2,X3"
2002,"F1,F2,F2C,T18",-76.947289,38.936667,3788,"Routes: F1,F2,F2C,T18"
2003,"42,43,90,90V1,92,93,96,96CV1,96V1,H1,L2,X3",-77.044825,38.918828999999995,216,"Routes: 42,43,90,90V1,92,93,96,96CV1,96V1,H1,L2,X3"
2004,"F1,F2,F2V1,T18",-76.946405,38.936793,3789,"Routes: F1,F2,F2V1,T18"
2005,"42,43,90,92,93,96,96C,96V1,H1,L2,X3",-77.043219,38.922432,217,"Routes: 42,43,90,92,93,96,96C,96V1,H1,L2,X3"
2006,B9,-76.956724,38.931302,3790,Routes: B9
2007,"42,43,90,90V1,92,93,96,96CV1,96V1,H1,L2,X3",-77.045924,38.917091,218,"Routes: 42,43,90,90V1,92,93,96,96CV1,96V1,H1,L2,X3"
2008,B9,-76.957317,38.931193,3791,Routes: B9
2009,B9,-76.954614,38.933026,3792,Routes: B9
2010,"42,43,90,92,93,96,96C,96V1,H1,L2,X3",-77.046128,38.917128000000005,219,"Routes: 42,43,90,92,93,96,96C,96V1,H1,L2,X3"
2011,"H1,H2,H3,H4",-77.022911,38.928217,220,"Routes: H1,H2,H3,H4"
2012,"B2,B2C,B2VS2,S41",-76.976514,38.911459,3793,"Routes: B2,B2C,B2VS2,S41"
2013,"B2,B2V1,B2VS2,S41",-76.976678,38.911778999999996,3794,"Routes: B2,B2V1,B2VS2,S41"
2014,"42,43,90,90V1,92,93,96,96CV1,96V1,H1,L2,X3",-77.043684,38.92092,221,"Routes: 42,43,90,90V1,92,93,96,96CV1,96V1,H1,L2,X3"
2015,"B2,B2VS2",-76.95959,38.929352,3795,"Routes: B2,B2VS2"
2016,"42,43,90,92,93,96,96C,96V1,H1,L2,X3",-77.043747,38.921298,222,"Routes: 42,43,90,92,93,96,96C,96V1,H1,L2,X3"
2017,,-76.96019,38.929177,3796,
2018,"42,43,H1",-77.038007,38.925527,223,"Routes: 42,43,H1"
2019,"B2,B2V1",-76.970209,38.920303000000004,3797,"Routes: B2,B2V1"
2020,"42,43,H1",-77.04005699999999,38.924538,224,"Routes: 42,43,H1"
2021,"B2,B2V1",-76.969284,38.921432,3798,"Routes: B2,B2V1"
2022,"42,43,H1",-77.040463,38.924051,225,"Routes: 42,43,H1"
2023,"42,43,H1",-77.038402,38.925498,226,"Routes: 42,43,H1"
2024,"B2,B2VS2",-76.96893399999999,38.921464,3799,"Routes: B2,B2VS2"
2025,"H1,H2,H3,H4",-77.02587700000001,38.927929999999996,227,"Routes: H1,H2,H3,H4"
2026,"B2,B2VS2",-76.958702,38.929964,3800,"Routes: B2,B2VS2"
2027,"H1,H2,H3,H4",-77.020071,38.928527,228,"Routes: H1,H2,H3,H4"
2028,"B2,B8,B8C,B8V1,B9,H6,H6C",-76.962765,38.927298,3801,"Routes: B2,B8,B8C,B8V1,B9,H6,H6C"
2029,"D6,D6V1",-77.007014,38.895815999999996,229,"Routes: D6,D6V1"
2030,"B2,B2VS2",-76.968304,38.922243,3802,"Routes: B2,B2VS2"
2031,C21,-76.730544,38.883122,230,Routes: C21
2032,B2,-76.968399,38.922514,3803,Routes: B2
2033,C21,-76.73054300000001,38.881531,231,Routes: C21
2034,B2,-76.96731899999999,38.923584000000005,3804,Routes: B2
2035,C21,-76.73035300000001,38.879036,232,Routes: C21
2036,"B2,B8,B8C,B9,H6,H6C",-76.96223499999999,38.927729,3805,"Routes: B2,B8,B8C,B9,H6,H6C"
2037,C21,-76.729338,38.876876,233,Routes: C21
2038,"B2,B2VS2,B8,B8V1,B9",-76.961715,38.927852,3806,"Routes: B2,B2VS2,B8,B8V1,B9"
2039,C21,-76.727891,38.875528,234,Routes: C21
2040,"B2,B8,B8C,B9,H6,H6C",-76.95837399999999,38.93049,3807,"Routes: B2,B8,B8C,B9,H6,H6C"
2041,C21,-76.72949100000001,38.88498,235,Routes: C21
2042,"B2,B2V1,B2VS2",-76.98335,38.900365,3808,"Routes: B2,B2V1,B2VS2"
2043,18E,-77.189695,38.782484000000004,236,Routes: 18E
2044,"B2,B2V1,B2VS2",-76.98123000000001,38.903659999999995,3809,"Routes: B2,B2V1,B2VS2"
2045,18E,-77.18774499999999,38.782551,237,Routes: 18E
2046,"B2,B2C,B2VS2",-76.97972,38.905544,3810,"Routes: B2,B2C,B2VS2"
2047,18E,-77.189428,38.782872,238,Routes: 18E
2048,"B2,B2C,B2VS2",-76.982951,38.900527000000004,3811,"Routes: B2,B2C,B2VS2"
2049,18E,-77.19173599999999,38.780112,239,Routes: 18E
2050,18E,-77.19158399999999,38.779140999999996,240,Routes: 18E
2051,18F,-77.177725,38.800663,241,Routes: 18F
2052,18F,-77.177557,38.800486,242,Routes: 18F
2053,"B2,B2V1,B2VS2",-76.97878399999999,38.907454,3812,"Routes: B2,B2V1,B2VS2"
2054,18F,-77.18006700000001,38.801194,243,Routes: 18F
2055,"B2,B2V1,B2VS2",-76.973129,38.916745,3813,"Routes: B2,B2V1,B2VS2"
2056,18F,-77.180448,38.801148,244,Routes: 18F
2057,"B2,B2C,B2VS2",-76.971165,38.918774,3814,"Routes: B2,B2C,B2VS2"
2058,18E,-77.18271700000001,38.799957,245,Routes: 18E
2059,"B2,B2C,B2VS2,S41",-76.9757,38.913134,3815,"Routes: B2,B2C,B2VS2,S41"
2060,"18E,18F",-77.182569,38.799887,246,"Routes: 18E,18F"
2061,"B2,B8,B8C,B9,H6,H6C",-76.96505,38.925433,3816,"Routes: B2,B8,B8C,B9,H6,H6C"
2062,5A,-77.447485,38.953562,247,Routes: 5A
2063,"B2,B2C,B2VS2",-76.973674,38.915627,3817,"Routes: B2,B2C,B2VS2"
2064,"B9,H6,H6C",-76.956498,38.926899,248,"Routes: B9,H6,H6C"
2065,"B2,B2C,B2VS2",-76.969756,38.920471,3818,"Routes: B2,B2C,B2VS2"
2066,"B9,H6,H6C",-76.956317,38.926983,249,"Routes: B9,H6,H6C"
2067,U4,-76.961039,38.892055,3819,Routes: U4
2068,"B9,H6,H6C",-76.955524,38.925058,250,"Routes: B9,H6,H6C"
2069,U4,-76.95715799999999,38.891733,3820,Routes: U4
2070,"17B,17H,17K",-77.28581899999999,38.814074,251,"Routes: 17B,17H,17K"
2071,K2,-77.0092,38.960308000000005,3821,Routes: K2
2072,17H,-77.285726,38.814192999999996,252,Routes: 17H
2073,,-77.017329,39.114242,3822,
2074,"17B,17K",-77.308072,38.814399,253,"Routes: 17B,17K"
2075,"2B,2BC",-77.27892299999999,38.871119,3823,"Routes: 2B,2BC"
2076,"17B,17H,17K",-77.287581,38.814371,254,"Routes: 17B,17H,17K"
2077,"2B,2BV1",-77.279438,38.871369,3824,"Routes: 2B,2BV1"
2078,17H,-77.287981,38.81442,255,Routes: 17H
2079,"2B,2BC",-77.274551,38.86779,3825,"Routes: 2B,2BC"
2080,"17B,17H,17K",-77.290306,38.813611,256,"Routes: 17B,17H,17K"
2081,"2B,2BV1",-77.274681,38.867577000000004,3826,"Routes: 2B,2BV1"
2082,"17B,17K",-77.293494,38.81312,257,"Routes: 17B,17K"
2083,"2B,2BV1",-77.294297,38.876487,3827,"Routes: 2B,2BV1"
2084,"17B,17H,17K",-77.284101,38.813105,258,"Routes: 17B,17H,17K"
2085,"2B,2BV1",-77.289672,38.876228999999995,3828,"Routes: 2B,2BV1"
2086,"17B,17K",-77.295676,38.813086,259,"Routes: 17B,17K"
2087,"2B,2BC",-77.289111,38.876404,3829,"Routes: 2B,2BC"
2088,"17B,17H,17K",-77.280843,38.813122,260,"Routes: 17B,17H,17K"
2089,"2B,2BC",-77.287503,38.876301,3830,"Routes: 2B,2BC"
2090,"17B,17K",-77.302356,38.813882,261,"Routes: 17B,17K"
2091,"2B,2BC",-77.281377,38.873432,3831,"Routes: 2B,2BC"
2092,"17B,17H,17K",-77.279386,38.812560999999995,262,"Routes: 17B,17H,17K"
2093,"2B,2BV1",-77.281921,38.873585,3832,"Routes: 2B,2BV1"
2094,17H,-77.27936600000001,38.812783,263,Routes: 17H
2095,"2B,2BC",-77.295186,38.876802000000005,3833,"Routes: 2B,2BC"
2096,"17B,17H,17K",-77.27815600000001,38.811122,264,"Routes: 17B,17H,17K"
2097,"2B,2BC",-77.277443,38.86929,3834,"Routes: 2B,2BC"
2098,17H,-77.277732,38.810943,265,Routes: 17H
2099,17H,-77.281426,38.813287,266,Routes: 17H
2100,"2B,2BV1",-77.277714,38.86922,3835,"Routes: 2B,2BV1"
2101,"17B,17K",-77.298763,38.813414,267,"Routes: 17B,17K"
2102,"2B,2BC",-77.2845,38.875938,3836,"Routes: 2B,2BC"
2103,"A2,A2V1,A42,A42V1",-76.99674,38.83361,268,"Routes: A2,A2V1,A42,A42V1"
2104,"2B,2BV1",-77.285996,38.876002,3837,"Routes: 2B,2BV1"
2105,"A2,A2V1,A42,A42V1",-76.996921,38.833676000000004,269,"Routes: A2,A2V1,A42,A42V1"
2106,"2B,2BV1",-77.284286,38.875591,3838,"Routes: 2B,2BV1"
2107,"2B,2BV1",-77.296092,38.876566,3839,"Routes: 2B,2BV1"
2108,"A2,A2V1,A42,A42V1",-77.000344,38.83142,270,"Routes: A2,A2V1,A42,A42V1"
2109,18G,-77.25468199999999,38.776016,3840,Routes: 18G
2110,"A2,A2V1,A42,A42V1",-77.000189,38.831390999999996,271,"Routes: A2,A2V1,A42,A42V1"
2111,18G,-77.254919,38.775884999999995,3841,Routes: 18G
2112,"A2,A2V1,A42,A42V1",-76.99601,38.834227,272,"Routes: A2,A2V1,A42,A42V1"
2113,,-77.019183,38.819821000000005,3842,
2114,"A2,A2V1,A42,A42V1",-76.99825200000001,38.832801,273,"Routes: A2,A2V1,A42,A42V1"
2115,"W13,W13V1,W14",-76.97778000000001,38.79773,3843,"Routes: W13,W13V1,W14"
2116,"A2,A2V1,A42,A42V1",-76.9988,38.832303,274,"Routes: A2,A2V1,A42,A42V1"
2117,"W13,W13C,W14",-76.978086,38.7977,3844,"Routes: W13,W13C,W14"
2118,"A2,A2V1,A42,A42V1",-76.999426,38.832027000000004,275,"Routes: A2,A2V1,A42,A42V1"
2119,"W13,W13C,W14",-76.976268,38.795759999999994,3845,"Routes: W13,W13C,W14"
2120,"W2,W2V1,W2V3,W2V4,W3,W3V1",-76.987708,38.845755,276,"Routes: W2,W2V1,W2V3,W2V4,W3,W3V1"
2121,"W13,W13V1,W14",-76.976123,38.795834,3846,"Routes: W13,W13V1,W14"
2122,"W2,W2C,W2V1,W2V3,W2V4,W2V5,W3,W3V1",-76.987706,38.845584,277,"Routes: W2,W2C,W2V1,W2V3,W2V4,W2V5,W3,W3V1"
2123,"92,92C,93",-76.987677,38.845240000000004,278,"Routes: 92,92C,93"
2124,"W13,W13V1,W14",-76.982158,38.800715000000004,3847,"Routes: W13,W13V1,W14"
2125,"W2,W2V1,W2V3,W2V4,W3,W3V1",-76.986713,38.842382,279,"Routes: W2,W2V1,W2V3,W2V4,W3,W3V1"
2126,"W13,W13C,W14",-76.982029,38.800576,3848,"Routes: W13,W13C,W14"
2127,"W2,W2V1,W2V3,W2V4,W3,W3V1",-76.991016,38.841312,280,"Routes: W2,W2V1,W2V3,W2V4,W3,W3V1"
2128,"W13,W13C,W14",-76.97285699999999,38.791918,3849,"Routes: W13,W13C,W14"
2129,"W2,W2C,W2V1,W2V3,W2V4,W2V5,W3,W3V1",-76.987014,38.842174,281,"Routes: W2,W2C,W2V1,W2V3,W2V4,W2V5,W3,W3V1"
2130,"W13,W13V1,W14",-76.97261999999999,38.791917,3850,"Routes: W13,W13V1,W14"
2131,"W2,W2C,W2V1,W2V3,W2V4,W2V5,W3,W3V1",-76.988256,38.84187,282,"Routes: W2,W2C,W2V1,W2V3,W2V4,W2V5,W3,W3V1"
2132,"W13,W13C,W14",-76.95988,38.777097999999995,3851,"Routes: W13,W13C,W14"
2133,"W2,W2V1,W2V3,W2V4,W3,W3V1",-76.988355,38.841957,283,"Routes: W2,W2V1,W2V3,W2V4,W3,W3V1"
2134,"W13,W13V1,W14",-76.959437,38.776961,3852,"Routes: W13,W13V1,W14"
2135,"W2,W2C,W2V1,W2V3,W2V4,W2V5,W3,W3V1",-76.985692,38.842865,284,"Routes: W2,W2C,W2V1,W2V3,W2V4,W2V5,W3,W3V1"
2136,"W13,W13C,W14",-76.96907399999999,38.787645,3853,"Routes: W13,W13C,W14"
2137,"W2,W2V1,W2V3,W2V4,W3,W3V1",-76.985661,38.84313,285,"Routes: W2,W2V1,W2V3,W2V4,W3,W3V1"
2138,"W13,W13V1,W14",-76.968938,38.787799,3854,"Routes: W13,W13V1,W14"
2139,"W2,W2C,W2V1,W2V3,W2V4,W2V5,W3,W3V1",-76.985175,38.844,286,"Routes: W2,W2C,W2V1,W2V3,W2V4,W2V5,W3,W3V1"
2140,"W13,W13C,W14",-76.963138,38.779592,3855,"Routes: W13,W13C,W14"
2141,"W2,W2V1,W2V3,W2V4,W3,W3V1",-76.985339,38.84389,287,"Routes: W2,W2V1,W2V3,W2V4,W3,W3V1"
2142,"W13,W13V1,W14",-76.96311700000001,38.779734000000005,3856,"Routes: W13,W13V1,W14"
2143,L8,-77.076251,39.042043,288,Routes: L8
2144,"W13,W13V1,W14",-76.967617,38.786286,3857,"Routes: W13,W13V1,W14"
2145,L8,-77.075877,39.041895000000004,289,Routes: L8
2146,"W13,W13C,W14",-76.968079,38.786564,3858,"Routes: W13,W13C,W14"
2147,L8,-77.077015,38.992412,290,Routes: L8
2148,"W13,W13C,W14",-76.985349,38.801153,3859,"Routes: W13,W13C,W14"
2149,L8,-77.077339,38.992591,291,Routes: L8
2150,"W13,W13V1,W14",-76.985739,38.801464,3860,"Routes: W13,W13V1,W14"
2151,L8,-77.076047,39.046928,292,Routes: L8
2152,"W13,W13C,W14",-76.960937,38.778017999999996,3861,"Routes: W13,W13C,W14"
2153,L8,-77.075526,39.047740000000005,293,Routes: L8
2154,"W13,W13V1,W14",-76.961442,38.778745,3862,"Routes: W13,W13V1,W14"
2155,L8,-77.080526,39.079335,294,Routes: L8
2156,"W13,W13C,W14",-76.97465,38.793875,3863,"Routes: W13,W13C,W14"
2157,L8,-77.080476,39.080909999999996,295,Routes: L8
2158,"W13,W13C,W14",-76.980475,38.800219,3864,"Routes: W13,W13C,W14"
2159,L8,-77.079574,39.081844,296,Routes: L8
2160,"W13,W13V1,W14",-76.979548,38.799724,3865,"Routes: W13,W13V1,W14"
2161,L8,-77.08095300000001,39.079336,297,Routes: L8
2162,"W13,W13C,W14",-76.965615,38.782667,3866,"Routes: W13,W13C,W14"
2163,L8,-77.075058,39.067274,298,Routes: L8
2164,"W13,W13V1,W14",-76.965462,38.782779999999995,3867,"Routes: W13,W13V1,W14"
2165,L8,-77.075854,39.024327,299,Routes: L8
2166,"W13,W13V1,W14",-76.974211,38.793671999999994,3868,"Routes: W13,W13V1,W14"
2167,L8,-77.076334,39.024916,300,Routes: L8
2168,"V14,V14V1,V15",-76.880477,38.853293,3869,"Routes: V14,V14V1,V15"
2169,L8,-77.079933,39.007878000000005,301,Routes: L8
2170,"V14,V14C,V15",-76.880822,38.850984000000004,3870,"Routes: V14,V14C,V15"
2171,L8,-77.080523,39.008188,302,Routes: L8
2172,L8,-77.07729300000001,38.986861,303,Routes: L8
2173,"V14,V14V1,V15",-76.880967,38.850976,3871,"Routes: V14,V14V1,V15"
2174,L8,-77.074232,39.053461,304,Routes: L8
2175,"V14,V14C,V15",-76.881037,38.849810999999995,3872,"Routes: V14,V14C,V15"
2176,L8,-77.07399000000001,39.054592,305,Routes: L8
2177,"V14,V14C,V15",-76.880463,38.852614,3873,"Routes: V14,V14C,V15"
2178,L8,-77.074303,39.054593,306,Routes: L8
2179,F13,-76.839178,38.954021000000004,3874,Routes: F13
2180,L8,-77.077005,38.994236,307,Routes: L8
2181,F13,-76.83815600000001,38.95179,3875,Routes: F13
2182,L8,-77.07735500000001,38.994253,308,Routes: L8
2183,F13,-76.837455,38.955197999999996,3876,Routes: F13
2184,L8,-77.077039,38.989232,309,Routes: L8
2185,"B25,C28,C29V4",-76.745583,38.949521000000004,3877,"Routes: B25,C28,C29V4"
2186,L8,-77.07729599999999,38.989246,310,Routes: L8
2187,"B21,B22,B29,B29V1,B31,C28",-76.73639,38.950251,3878,"Routes: B21,B22,B29,B29V1,B31,C28"
2188,L8,-77.081027,39.009479,311,Routes: L8
2189,"B21,B22,B22V1,B29,B29V1,C28,C28V1",-76.73646,38.950443,3879,"Routes: B21,B22,B22V1,B29,B29V1,C28,C28V1"
2190,,-77.080614,39.009217,312,
2191,"B24,B25",-76.73660699999999,38.950098,3880,"Routes: B24,B25"
2192,L8,-77.075375,39.068893,313,Routes: L8
2193,"B21,B22,B27,C29V4",-76.76143499999999,39.017548,3881,"Routes: B21,B22,B27,C29V4"
2194,L8,-77.07514300000001,39.033512,314,Routes: L8
2195,"B21,B22,B27,C29V4",-76.759855,39.017323,3882,"Routes: B21,B22,B27,C29V4"
2196,L8,-77.074809,39.033674,315,Routes: L8
2197,"17A,17B,17M",-77.184478,38.811994,3883,"Routes: 17A,17B,17M"
2198,L8,-77.075603,39.039153999999996,316,Routes: L8
2199,"17A,17B,17M",-77.184425,38.811803999999995,3884,"Routes: 17A,17B,17M"
2200,L8,-77.07593299999999,39.038967,317,Routes: L8
2201,L8,-77.07702900000001,39.020075,318,Routes: L8
2202,"17A,17M",-77.199816,38.811688000000004,3885,"Routes: 17A,17M"
2203,"17A,17G",-77.28040899999999,38.822824,3886,"Routes: 17A,17G"
2204,L8,-77.077214,39.020569,319,Routes: L8
2205,"17A,17G",-77.286524,38.826415999999995,3887,"Routes: 17A,17G"
2206,L8,-77.077031,38.99035,320,Routes: L8
2207,"17A,17G",-77.286028,38.826066,3888,"Routes: 17A,17G"
2208,L8,-77.0773,38.990227000000004,321,Routes: L8
2209,"17A,17G",-77.299939,38.826044,3889,"Routes: 17A,17G"
2210,L8,-77.080326,39.012921999999996,322,Routes: L8
2211,"17B,17F,17G,17K",-77.262803,38.810674,3890,"Routes: 17B,17F,17G,17K"
2212,L8,-77.079976,39.012859999999996,323,Routes: L8
2213,"17B,17F,17G,17K",-77.263439,38.811002,3891,"Routes: 17B,17F,17G,17K"
2214,L8,-77.077033,38.969254,324,Routes: L8
2215,"17A,17M",-77.188168,38.81199,3892,"Routes: 17A,17M"
2216,L8,-77.077038,38.970959,325,Routes: L8
2217,L8,-77.077038,38.987452000000005,326,Routes: L8
2218,"17A,17M",-77.18915600000001,38.811731,3893,"Routes: 17A,17M"
2219,"17A,17G",-77.288604,38.826246999999995,3894,"Routes: 17A,17G"
2220,L8,-77.07730600000001,38.988214,327,Routes: L8
2221,L8,-77.073177,39.058384999999994,328,Routes: L8
2222,"17A,17G",-77.305051,38.824586,3895,"Routes: 17A,17G"
2223,L8,-77.073452,39.058581,329,Routes: L8
2224,L8,-77.075064,39.032185,330,Routes: L8
2225,,-77.07780699999999,39.018295,331,
2226,"17A,17G",-77.30533199999999,38.824194,3896,"Routes: 17A,17G"
2227,L8,-77.07816899999999,39.018253,332,Routes: L8
2228,"17A,17B,17M",-77.175911,38.811983000000005,3897,"Routes: 17A,17B,17M"
2229,L8,-77.076921,39.08399,333,Routes: L8
2230,"17A,17B,17M",-77.176286,38.811852,3898,"Routes: 17A,17B,17M"
2231,L8,-77.077095,39.084109000000005,334,Routes: L8
2232,"17A,17F,17H,17K",-77.235872,38.811126,3899,"Routes: 17A,17F,17H,17K"
2233,L8,-77.08075600000001,39.010760999999995,335,Routes: L8
2234,"17A,17G",-77.280061,38.822133,3900,"Routes: 17A,17G"
2235,L8,-77.08104399999999,39.011134999999996,336,Routes: L8
2236,"17A,17B,17M",-77.179395,38.811975,3901,"Routes: 17A,17B,17M"
